,Access_Level,Training_Completed,Code_postal,Email_Domain,EmployeeTargeted,Gender,Social_Media,behaviorPattern2,peerUsageMetric6,usageMetric2,usageMetric5,fraudTraining
8638,1,0.0,24999,ehow.com,1.0,0,1.0,0,3,2,3,0
12119,4,1.0,39998,si.edu,1.0,0,1.0,1,4,1,0,1
7370,5,0.0,24999,slideshare.net,1.0,1,,0,4,1,1,0
10248,4,0.0,10000,slideshare.net,1.0,0,0.0,0,3,1,6,1
2837,3,1.0,24999,si.edu,1.0,0,1.0,0,4,1,1,1
12285,4,0.0,84995,ehow.com,1.0,1,2.0,2,2,1,3,1
13393,1,0.0,69996,si.edu,1.0,1,0.0,1,1,1,1,0
13252,2,0.0,10000,ox.ac.uk,1.0,1,0.0,0,3,0,7,0
4870,4,0.0,39998,slideshare.net,0.0,1,0.0,0,5,0,1,1
13815,0,1.0,54997,si.edu,1.0,1,0.0,3,2,2,4,0
3262,6,0.0,54997,si.edu,0.0,0,0.0,1,0,1,4,1
7956,4,0.0,24999,si.edu,1.0,0,0.0,1,5,1,6,0
9577,3,0.0,10000,si.edu,1.0,1,1.0,0,5,1,4,0
8432,3,0.0,24999,slideshare.net,1.0,0,1.0,0,4,0,2,1
3105,7,1.0,39998,,1.0,1,0.0,0,1,2,4,1
9994,0,1.0,39998,si.edu,1.0,1,0.0,2,3,0,3,0
393,2,1.0,39998,nsw.gov.au,1.0,1,0.0,1,6,2,0,0
1527,4,0.0,10000,si.edu,1.0,0,1.0,1,3,1,6,0
3392,5,1.0,10000,ehow.com,1.0,0,1.0,0,3,0,3,1
2435,1,0.0,24999,nsw.gov.au,0.0,0,0.0,0,3,0,7,1
244,1,1.0,24999,si.edu,0.0,0,1.0,0,3,1,6,1
6437,3,0.0,10000,ehow.com,1.0,1,0.0,2,2,2,3,0
12708,3,0.0,10000,si.edu,1.0,0,0.0,0,1,0,3,1
1224,1,1.0,39998,ox.ac.uk,0.0,0,1.0,0,6,1,5,0
993,6,0.0,24999,slideshare.net,1.0,0,0.0,1,1,0,3,0
2043,4,1.0,54997,slideshare.net,1.0,0,2.0,2,3,2,4,0
5391,2,1.0,54997,ox.ac.uk,0.0,0,0.0,1,0,1,7,1
12753,2,1.0,24999,si.edu,1.0,1,1.0,0,4,0,3,0
8919,3,0.0,10000,ox.ac.uk,1.0,0,2.0,0,2,1,0,1
13269,2,1.0,24999,si.edu,1.0,1,0.0,1,0,0,4,1
13311,5,1.0,10000,slideshare.net,1.0,0,1.0,0,6,0,6,1
4082,1,1.0,10000,si.edu,1.0,1,0.0,1,4,1,1,0
6201,1,0.0,54997,si.edu,0.0,0,1.0,2,6,1,4,1
5867,1,1.0,54997,si.edu,1.0,1,1.0,1,5,2,3,0
7959,2,0.0,69996,slideshare.net,1.0,1,2.0,1,5,2,3,0
10422,2,0.0,39998,si.edu,0.0,0,1.0,0,6,1,4,1
12382,4,0.0,39998,slideshare.net,0.0,0,1.0,2,4,0,6,0
1556,4,1.0,24999,google.co.uk,1.0,1,,2,3,0,7,1
10784,5,0.0,10000,google.co.uk,1.0,0,0.0,1,2,0,5,0
9544,2,1.0,10000,google.co.uk,1.0,1,0.0,1,1,1,1,1
10503,0,1.0,10000,si.edu,1.0,0,4.0,2,3,0,0,0
685,7,0.0,10000,si.edu,1.0,1,0.0,2,3,0,6,1
4971,5,1.0,10000,slideshare.net,1.0,1,0.0,0,3,1,7,0
13455,6,1.0,10000,slideshare.net,1.0,1,0.0,0,4,1,2,0
2151,2,0.0,10000,,1.0,1,0.0,2,2,1,2,0
7815,2,1.0,24999,nsw.gov.au,1.0,0,0.0,0,0,0,6,0
7283,4,0.0,39998,slideshare.net,1.0,0,0.0,0,1,1,3,0
1302,1,0.0,10000,ox.ac.uk,0.0,1,2.0,1,2,1,4,1
5951,7,0.0,10000,si.edu,1.0,0,1.0,0,2,1,3,0
6413,1,1.0,10000,si.edu,1.0,0,1.0,0,0,1,6,0
7108,3,0.0,39998,si.edu,0.0,0,1.0,1,5,2,5,0
5942,2,1.0,24999,si.edu,0.0,0,1.0,2,5,1,5,1
2638,0,1.0,24999,slideshare.net,1.0,1,1.0,1,6,0,0,1
6309,3,0.0,10000,ox.ac.uk,1.0,1,1.0,2,5,0,0,0
454,4,1.0,10000,si.edu,1.0,1,3.0,0,5,0,3,1
10250,1,1.0,39998,si.edu,1.0,1,2.0,2,1,0,5,1
8880,1,1.0,39998,si.edu,1.0,0,0.0,1,3,1,5,1
11165,7,0.0,84995,si.edu,1.0,1,1.0,0,1,2,7,0
2558,2,0.0,24999,google.co.uk,1.0,1,0.0,1,6,0,0,0
4350,2,0.0,10000,,1.0,0,0.0,2,1,2,0,0
10474,1,1.0,24999,slideshare.net,1.0,0,1.0,1,4,0,3,0
2175,1,0.0,10000,si.edu,1.0,1,2.0,0,0,2,2,0
2635,6,0.0,10000,ehow.com,1.0,1,3.0,1,3,0,6,0
8274,2,1.0,54997,ox.ac.uk,0.0,0,2.0,2,6,0,4,1
11235,4,0.0,24999,slideshare.net,1.0,1,1.0,2,2,1,4,1
9368,1,0.0,24999,google.co.uk,1.0,0,1.0,1,5,0,3,0
8396,7,1.0,54997,nsw.gov.au,0.0,0,1.0,2,5,0,1,1
758,0,1.0,10000,si.edu,1.0,1,2.0,0,4,0,1,0
5429,6,0.0,69996,si.edu,0.0,0,0.0,2,1,0,2,1
5689,3,0.0,24999,slideshare.net,1.0,1,0.0,0,6,3,4,1
9874,1,1.0,54997,google.co.uk,1.0,0,1.0,0,0,1,4,0
5871,3,1.0,39998,ox.ac.uk,1.0,1,1.0,2,0,0,2,0
4387,2,0.0,84995,si.edu,0.0,0,2.0,0,4,0,7,1
4489,3,1.0,10000,slideshare.net,1.0,1,1.0,1,6,1,0,1
11919,2,0.0,39998,,0.0,0,0.0,2,5,0,5,0
10575,4,1.0,54997,ox.ac.uk,1.0,1,3.0,2,3,0,3,0
10975,1,0.0,39998,slideshare.net,0.0,0,0.0,2,6,1,3,1
13160,1,0.0,84995,slideshare.net,1.0,1,0.0,0,0,2,1,0
11080,1,1.0,10000,google.co.uk,1.0,1,0.0,0,4,0,1,1
5115,1,1.0,24999,slideshare.net,0.0,0,1.0,0,5,0,6,0
6361,1,0.0,10000,slideshare.net,1.0,0,0.0,2,6,1,6,1
1118,2,1.0,24999,slideshare.net,0.0,0,1.0,2,3,0,7,0
12069,0,0.0,84995,ehow.com,1.0,0,1.0,1,6,1,1,1
1965,3,0.0,84995,si.edu,0.0,0,0.0,1,6,1,2,1
7371,3,0.0,84995,si.edu,0.0,0,0.0,2,6,0,5,1
2710,3,0.0,10000,ehow.com,1.0,0,0.0,0,3,0,0,1
11972,1,1.0,10000,slideshare.net,1.0,1,0.0,0,0,0,2,0
4108,3,1.0,24999,nsw.gov.au,1.0,0,0.0,2,0,2,5,0
4011,3,1.0,54997,si.edu,0.0,0,1.0,2,3,1,7,1
8710,1,1.0,10000,si.edu,1.0,0,1.0,1,1,1,6,0
7928,2,1.0,84995,ox.ac.uk,0.0,0,1.0,1,5,2,5,1
1776,5,1.0,10000,nsw.gov.au,1.0,1,2.0,1,3,1,6,0
5183,4,1.0,24999,google.co.uk,0.0,1,0.0,2,5,1,3,1
10268,2,0.0,10000,ox.ac.uk,1.0,0,0.0,0,6,1,5,1
5907,3,1.0,24999,slideshare.net,1.0,1,1.0,0,2,1,4,1
581,3,1.0,10000,si.edu,1.0,1,0.0,1,1,1,0,0
9888,1,0.0,69996,ox.ac.uk,0.0,0,1.0,0,2,1,3,0
9788,0,0.0,24999,slideshare.net,1.0,0,2.0,1,6,1,0,1
10679,6,1.0,10000,nsw.gov.au,1.0,0,0.0,1,5,1,3,0
11370,0,0.0,10000,,1.0,0,1.0,1,0,3,5,1
9914,2,1.0,10000,ehow.com,1.0,1,1.0,2,3,1,6,1
8088,0,1.0,54997,ox.ac.uk,0.0,0,0.0,0,3,1,2,1
13357,2,0.0,24999,ox.ac.uk,1.0,1,1.0,0,2,0,5,1
9741,5,0.0,39998,si.edu,1.0,0,2.0,0,4,2,2,1
1979,3,0.0,10000,nsw.gov.au,1.0,1,0.0,1,3,1,6,1
9347,2,0.0,10000,slideshare.net,1.0,0,1.0,0,1,1,2,0
5516,3,0.0,39998,si.edu,1.0,0,0.0,0,6,2,1,1
5922,1,1.0,24999,si.edu,1.0,1,1.0,0,6,0,2,1
5738,2,0.0,24999,si.edu,1.0,1,1.0,1,6,1,1,1
8902,1,0.0,24999,si.edu,1.0,0,0.0,0,3,1,3,0
3312,4,1.0,39998,slideshare.net,1.0,0,2.0,3,1,1,3,0
10449,0,0.0,24999,ehow.com,1.0,0,0.0,0,1,0,3,1
4132,1,0.0,10000,ehow.com,1.0,0,2.0,1,0,1,0,1
11467,5,0.0,54997,si.edu,0.0,0,1.0,1,2,0,4,0
4518,5,1.0,24999,si.edu,1.0,1,0.0,1,6,0,4,0
3538,1,1.0,39998,si.edu,1.0,1,3.0,0,4,2,6,1
12905,2,1.0,84995,si.edu,0.0,1,0.0,3,3,0,4,1
6893,0,0.0,10000,slideshare.net,1.0,1,0.0,1,0,1,2,0
9515,4,1.0,84995,si.edu,0.0,0,4.0,1,5,0,7,1
7625,3,0.0,69996,si.edu,0.0,0,2.0,0,4,2,5,0
6155,3,0.0,39998,si.edu,1.0,1,0.0,1,1,2,7,0
11084,2,0.0,10000,google.co.uk,1.0,0,0.0,2,3,1,3,0
11558,0,1.0,39998,slideshare.net,1.0,1,2.0,0,3,0,3,1
3465,3,0.0,24999,ehow.com,1.0,1,0.0,1,6,0,2,0
8570,4,1.0,24999,si.edu,0.0,0,1.0,0,2,0,7,0
1155,2,1.0,39998,ox.ac.uk,1.0,1,1.0,1,1,1,1,1
13033,2,0.0,24999,si.edu,0.0,0,1.0,1,5,0,3,0
6560,5,0.0,10000,slideshare.net,1.0,0,0.0,2,4,0,0,0
8735,1,0.0,54997,slideshare.net,1.0,1,0.0,2,4,0,5,0
12043,2,0.0,10000,slideshare.net,1.0,1,0.0,0,6,1,1,1
9349,2,1.0,69996,slideshare.net,0.0,1,0.0,0,2,0,5,1
9795,1,0.0,10000,si.edu,1.0,1,0.0,0,0,2,6,0
1109,1,0.0,24999,ox.ac.uk,1.0,0,,0,6,1,3,0
7947,1,0.0,10000,ehow.com,1.0,0,2.0,1,1,1,3,1
1705,6,0.0,24999,slideshare.net,1.0,0,0.0,1,5,0,4,0
13976,3,0.0,24999,si.edu,1.0,1,0.0,2,3,1,6,1
12378,7,1.0,54997,slideshare.net,1.0,1,0.0,0,6,0,3,0
841,1,0.0,10000,ox.ac.uk,0.0,1,1.0,3,1,0,7,1
10597,2,0.0,24999,google.co.uk,1.0,1,1.0,2,4,0,6,0
968,2,1.0,39998,google.co.uk,1.0,0,1.0,1,0,3,0,0
2808,1,1.0,24999,si.edu,1.0,0,0.0,0,0,1,2,1
225,4,1.0,54997,si.edu,0.0,0,2.0,2,4,1,7,0
1276,1,1.0,24999,si.edu,1.0,0,0.0,0,2,2,5,1
5323,2,1.0,54997,si.edu,0.0,1,0.0,0,5,1,6,1
8700,1,1.0,39998,si.edu,0.0,0,1.0,0,4,0,1,0
10127,3,0.0,10000,si.edu,1.0,1,0.0,1,6,2,5,1
1535,3,1.0,54997,si.edu,0.0,0,1.0,2,3,0,5,1
9621,2,1.0,10000,slideshare.net,1.0,0,0.0,1,4,0,0,0
9163,2,1.0,24999,si.edu,1.0,1,0.0,0,3,0,2,0
6223,1,0.0,10000,si.edu,1.0,1,0.0,1,2,0,5,0
950,6,0.0,39998,si.edu,1.0,1,1.0,2,5,2,5,0
11927,1,1.0,10000,nsw.gov.au,0.0,1,0.0,0,2,2,6,1
5170,6,0.0,10000,si.edu,1.0,0,1.0,1,5,1,4,0
10891,3,0.0,10000,slideshare.net,1.0,1,1.0,1,5,2,6,1
12674,2,1.0,10000,nsw.gov.au,1.0,1,1.0,0,1,0,0,0
13402,1,1.0,39998,ox.ac.uk,1.0,1,0.0,1,3,1,1,1
11479,4,1.0,84995,ox.ac.uk,0.0,0,0.0,3,4,1,6,0
8431,3,0.0,39998,ox.ac.uk,1.0,1,1.0,3,2,0,6,1
9573,4,1.0,24999,ox.ac.uk,1.0,0,0.0,0,1,0,5,0
5100,5,0.0,24999,slideshare.net,1.0,0,0.0,2,1,0,3,0
2663,2,0.0,39998,ox.ac.uk,1.0,1,1.0,2,0,0,3,0
4473,3,1.0,10000,google.co.uk,1.0,0,1.0,0,0,2,7,1
11764,3,0.0,10000,si.edu,1.0,1,1.0,1,1,1,1,0
5795,6,1.0,54997,si.edu,1.0,0,0.0,1,0,4,3,0
6529,2,1.0,39998,,0.0,0,0.0,0,1,1,7,1
7859,4,1.0,39998,ox.ac.uk,0.0,0,0.0,0,1,0,1,1
24,5,0.0,24999,ox.ac.uk,1.0,0,1.0,0,3,0,5,0
2178,3,1.0,84995,si.edu,0.0,1,0.0,0,2,0,5,0
6352,4,0.0,24999,si.edu,1.0,0,,1,2,0,1,0
5071,5,1.0,24999,slideshare.net,1.0,1,2.0,1,5,0,6,1
2616,1,,24999,si.edu,0.0,0,0.0,1,3,1,7,1
12612,3,0.0,24999,si.edu,0.0,0,1.0,0,3,1,6,1
13270,1,1.0,24999,si.edu,1.0,1,0.0,0,3,0,7,1
2040,4,0.0,10000,si.edu,1.0,0,2.0,0,4,0,6,0
3128,5,1.0,24999,si.edu,1.0,0,1.0,2,6,0,1,1
10346,1,0.0,39998,google.co.uk,1.0,1,0.0,1,2,2,4,1
2173,1,1.0,39998,nsw.gov.au,0.0,0,0.0,0,6,0,7,1
5974,7,0.0,10000,si.edu,1.0,1,1.0,0,4,0,4,0
12446,3,1.0,10000,slideshare.net,1.0,0,0.0,0,2,0,2,1
1159,3,1.0,54997,ox.ac.uk,1.0,1,0.0,0,6,0,2,0
8657,2,0.0,24999,si.edu,1.0,1,1.0,3,3,0,1,1
11657,3,1.0,10000,ox.ac.uk,1.0,0,1.0,0,0,0,1,0
12241,4,0.0,69996,ehow.com,1.0,1,0.0,1,3,1,0,1
1060,2,1.0,24999,google.co.uk,1.0,1,1.0,2,3,1,3,1
12955,1,0.0,84995,si.edu,0.0,0,0.0,0,0,1,6,1
3953,2,1.0,24999,ox.ac.uk,1.0,1,1.0,1,2,0,4,0
6677,2,0.0,10000,si.edu,1.0,0,0.0,0,0,0,0,1
5903,1,0.0,69996,ehow.com,0.0,0,0.0,0,2,0,1,0
11219,3,1.0,10000,nsw.gov.au,1.0,1,0.0,0,6,1,6,1
12778,2,0.0,10000,si.edu,1.0,0,1.0,0,2,3,7,1
1232,2,0.0,24999,slideshare.net,1.0,0,0.0,1,1,2,6,0
13123,4,0.0,10000,ox.ac.uk,1.0,1,1.0,0,2,1,2,1
6519,4,0.0,39998,ox.ac.uk,1.0,0,1.0,3,6,1,0,0
1912,7,0.0,24999,si.edu,1.0,1,1.0,4,6,1,6,1
3498,3,,10000,si.edu,1.0,0,2.0,2,0,0,6,0
10733,0,1.0,24999,si.edu,1.0,0,2.0,1,3,0,3,0
11029,4,1.0,10000,ox.ac.uk,1.0,0,1.0,2,0,3,3,1
6244,2,1.0,10000,ehow.com,1.0,1,1.0,1,1,0,7,1
11044,6,1.0,10000,ehow.com,1.0,1,0.0,3,6,0,1,1
10282,2,0.0,10000,si.edu,1.0,0,0.0,1,5,1,0,0
851,7,0.0,39998,ox.ac.uk,1.0,0,1.0,0,0,2,3,1
5905,1,0.0,10000,ox.ac.uk,1.0,1,1.0,1,1,0,6,1
4050,1,1.0,10000,si.edu,1.0,0,1.0,1,4,3,2,0
9764,0,0.0,39998,si.edu,1.0,1,1.0,1,1,1,5,1
12929,1,0.0,54997,si.edu,0.0,0,1.0,0,4,2,5,0
8925,4,1.0,39998,si.edu,1.0,1,0.0,1,5,1,1,0
290,1,0.0,10000,slideshare.net,1.0,0,1.0,2,0,1,4,1
7852,5,1.0,84995,si.edu,0.0,0,1.0,0,6,1,4,1
5165,1,0.0,10000,slideshare.net,1.0,0,1.0,0,1,0,1,0
6040,2,1.0,10000,slideshare.net,1.0,1,1.0,0,0,1,6,1
10780,4,1.0,54997,si.edu,1.0,1,0.0,0,3,1,4,0
7796,4,0.0,10000,slideshare.net,1.0,0,0.0,1,2,1,1,1
7542,3,0.0,24999,si.edu,1.0,1,0.0,0,5,2,1,1
3680,1,1.0,10000,si.edu,0.0,0,0.0,1,4,0,5,1
1241,0,1.0,10000,ehow.com,1.0,1,2.0,0,3,1,1,1
9723,3,0.0,84995,ox.ac.uk,0.0,1,0.0,0,5,1,4,1
3176,2,1.0,24999,slideshare.net,1.0,0,0.0,0,2,1,1,0
4773,4,0.0,69996,si.edu,0.0,0,0.0,0,5,1,2,0
8245,2,0.0,54997,si.edu,0.0,0,1.0,1,3,1,6,0
11176,0,0.0,10000,ehow.com,1.0,1,1.0,1,5,1,4,0
5187,3,1.0,39998,si.edu,1.0,1,1.0,1,1,0,6,0
4018,2,1.0,10000,nsw.gov.au,1.0,1,0.0,0,1,1,4,0
12466,0,1.0,24999,slideshare.net,1.0,1,0.0,0,2,1,5,0
8817,2,1.0,39998,slideshare.net,0.0,1,0.0,2,4,1,2,1
8447,1,1.0,10000,si.edu,0.0,1,0.0,2,4,0,4,0
501,0,1.0,39998,si.edu,0.0,0,0.0,1,1,1,2,1
8463,3,1.0,54997,si.edu,0.0,1,0.0,2,2,0,3,1
7086,3,1.0,10000,google.co.uk,1.0,0,0.0,1,6,0,7,0
2770,3,1.0,69996,,0.0,0,1.0,0,4,0,2,1
60,3,0.0,39998,si.edu,1.0,1,0.0,1,2,0,5,0
9936,4,0.0,39998,si.edu,1.0,1,0.0,1,1,1,3,1
7421,4,0.0,24999,slideshare.net,1.0,1,0.0,1,1,0,3,1
10398,2,0.0,24999,si.edu,1.0,1,1.0,1,3,0,5,1
2443,2,1.0,10000,google.co.uk,1.0,0,1.0,0,0,0,6,0
12299,1,0.0,69996,si.edu,0.0,0,,0,4,1,1,1
6574,0,0.0,84995,ehow.com,0.0,1,2.0,4,0,0,6,1
4783,0,0.0,84995,slideshare.net,0.0,1,0.0,0,1,1,6,0
10323,1,0.0,24999,slideshare.net,0.0,1,3.0,2,1,0,6,1
13717,2,0.0,84995,si.edu,0.0,0,0.0,1,2,0,1,0
9532,3,0.0,39998,ox.ac.uk,1.0,1,0.0,0,4,1,4,1
12513,0,0.0,10000,slideshare.net,0.0,1,0.0,0,0,1,1,0
8514,1,0.0,54997,si.edu,0.0,0,0.0,0,3,1,7,1
10658,2,1.0,10000,ox.ac.uk,1.0,1,0.0,1,5,2,3,0
8114,7,1.0,10000,slideshare.net,1.0,1,0.0,0,1,0,2,1
3839,1,0.0,10000,si.edu,1.0,0,0.0,2,2,0,5,0
7978,3,0.0,10000,slideshare.net,1.0,0,0.0,0,6,1,4,1
10456,2,0.0,10000,google.co.uk,1.0,1,1.0,0,4,1,3,1
2032,1,1.0,69996,si.edu,1.0,1,0.0,0,1,3,7,0
12938,1,1.0,24999,si.edu,1.0,1,0.0,0,1,1,3,0
9086,5,0.0,24999,slideshare.net,1.0,1,1.0,0,1,0,4,0
13111,1,0.0,39998,google.co.uk,1.0,0,1.0,0,6,2,0,1
6189,3,1.0,69996,,0.0,0,0.0,1,6,1,6,0
10214,1,1.0,84995,google.co.uk,0.0,1,2.0,0,4,0,6,1
5272,2,0.0,54997,slideshare.net,0.0,0,1.0,0,2,0,0,1
402,2,1.0,10000,ox.ac.uk,1.0,0,0.0,2,3,1,7,1
12591,2,1.0,24999,,1.0,1,0.0,0,2,4,5,1
9331,3,0.0,10000,si.edu,1.0,0,1.0,0,2,1,3,0
3152,1,,10000,,1.0,0,0.0,2,4,0,2,0
9726,2,0.0,84995,si.edu,0.0,1,,0,6,1,0,0
1988,0,1.0,10000,ox.ac.uk,1.0,1,1.0,3,2,0,6,1
12302,4,1.0,54997,,0.0,0,1.0,1,4,1,6,1
2255,3,1.0,10000,si.edu,1.0,1,1.0,1,4,0,5,1
9737,3,0.0,24999,si.edu,1.0,0,0.0,1,0,0,2,0
8569,2,1.0,24999,slideshare.net,1.0,1,1.0,0,3,0,3,1
11960,0,0.0,10000,slideshare.net,1.0,0,0.0,0,2,1,2,0
9506,3,1.0,84995,si.edu,0.0,1,0.0,0,5,0,2,0
12209,3,1.0,24999,si.edu,1.0,0,0.0,2,5,1,2,0
13080,2,0.0,10000,si.edu,1.0,0,0.0,1,1,1,2,0
10195,2,0.0,10000,si.edu,1.0,0,0.0,1,1,0,2,1
5305,2,,10000,ehow.com,1.0,0,3.0,1,5,1,4,0
372,1,1.0,24999,si.edu,0.0,0,1.0,1,2,0,7,1
3110,7,0.0,84995,si.edu,0.0,1,1.0,0,6,1,7,1
11076,1,0.0,24999,si.edu,0.0,1,0.0,0,1,0,3,1
5917,5,0.0,10000,slideshare.net,1.0,1,1.0,1,5,1,0,1
5928,3,1.0,10000,si.edu,1.0,0,0.0,0,5,0,2,1
11300,4,0.0,10000,nsw.gov.au,1.0,0,0.0,0,6,0,4,0
5300,2,0.0,69996,slideshare.net,0.0,0,0.0,0,0,2,3,0
11548,0,1.0,69996,si.edu,0.0,0,2.0,0,2,1,7,1
4251,1,0.0,69996,slideshare.net,0.0,0,0.0,0,0,2,1,1
3373,2,1.0,54997,si.edu,1.0,1,0.0,0,3,1,2,0
589,2,,54997,slideshare.net,0.0,0,1.0,1,4,0,7,1
7225,2,0.0,10000,si.edu,1.0,0,3.0,1,0,1,5,0
5503,2,0.0,24999,slideshare.net,1.0,1,1.0,0,6,1,3,1
8435,0,0.0,54997,si.edu,1.0,1,0.0,1,2,3,0,1
7277,4,0.0,10000,si.edu,1.0,1,0.0,0,6,0,0,1
6985,4,0.0,10000,ox.ac.uk,1.0,0,2.0,2,0,0,7,1
5256,2,1.0,24999,slideshare.net,0.0,0,0.0,0,5,1,7,1
11025,3,0.0,10000,slideshare.net,1.0,1,1.0,0,3,3,3,0
13624,2,1.0,10000,ox.ac.uk,1.0,0,0.0,4,0,1,6,1
9167,6,1.0,10000,nsw.gov.au,1.0,1,1.0,0,6,3,0,0
3723,1,1.0,54997,ehow.com,1.0,1,0.0,1,6,2,6,1
10425,1,1.0,24999,nsw.gov.au,1.0,1,0.0,1,4,0,5,0
9603,6,0.0,10000,slideshare.net,1.0,0,1.0,3,5,2,0,0
5743,1,0.0,10000,si.edu,1.0,1,0.0,1,1,0,3,1
6035,4,1.0,39998,si.edu,1.0,1,2.0,1,1,0,3,1
5252,1,1.0,24999,ox.ac.uk,1.0,1,1.0,1,0,0,2,1
11092,4,1.0,10000,ox.ac.uk,1.0,0,,2,3,0,4,0
2067,3,1.0,24999,slideshare.net,1.0,0,1.0,0,5,0,5,0
3550,2,0.0,10000,nsw.gov.au,0.0,0,0.0,0,4,2,6,1
5258,1,0.0,39998,si.edu,0.0,0,0.0,0,6,1,1,1
5780,1,0.0,10000,si.edu,1.0,1,2.0,0,0,1,2,0
3012,0,1.0,69996,slideshare.net,1.0,0,3.0,0,4,0,4,0
4709,2,0.0,39998,si.edu,0.0,0,2.0,1,0,2,7,0
5938,2,1.0,24999,si.edu,0.0,0,0.0,1,2,1,7,0
3351,1,0.0,54997,slideshare.net,0.0,0,5.0,0,6,1,5,1
12514,1,,24999,slideshare.net,1.0,1,1.0,0,0,1,7,1
1966,4,0.0,10000,si.edu,1.0,1,0.0,2,3,3,0,0
13565,3,0.0,54997,si.edu,0.0,0,2.0,0,3,1,1,0
13257,0,0.0,24999,si.edu,1.0,1,2.0,1,0,1,5,1
13592,3,0.0,24999,si.edu,1.0,1,1.0,0,4,1,4,0
282,4,1.0,39998,slideshare.net,1.0,0,0.0,2,6,2,3,1
3790,5,1.0,54997,si.edu,1.0,1,2.0,2,2,1,5,0
2472,0,0.0,24999,nsw.gov.au,1.0,0,1.0,0,2,1,2,1
5483,3,0.0,24999,ehow.com,1.0,0,2.0,0,0,2,2,0
8976,2,,54997,ox.ac.uk,0.0,0,1.0,0,1,1,3,0
3645,4,0.0,24999,slideshare.net,1.0,1,0.0,2,5,1,2,1
3052,3,1.0,10000,ox.ac.uk,1.0,0,1.0,2,3,1,2,1
2236,4,1.0,24999,si.edu,1.0,0,0.0,2,2,0,3,0
7937,6,1.0,39998,si.edu,1.0,1,2.0,2,0,1,7,0
12068,4,0.0,39998,ox.ac.uk,1.0,1,0.0,0,4,0,0,0
1035,2,0.0,84995,slideshare.net,0.0,0,0.0,0,2,0,1,1
6243,1,1.0,54997,ehow.com,0.0,0,0.0,1,3,1,5,1
3625,2,1.0,39998,ox.ac.uk,1.0,1,0.0,0,1,0,4,1
2671,3,0.0,24999,si.edu,1.0,0,1.0,3,2,0,7,0
13166,1,1.0,10000,slideshare.net,1.0,1,0.0,0,0,2,0,0
1789,3,0.0,10000,si.edu,1.0,0,0.0,2,0,0,2,1
9059,1,0.0,24999,si.edu,1.0,0,1.0,0,4,3,4,0
13,3,0.0,39998,si.edu,1.0,0,0.0,0,3,3,1,0
10989,1,1.0,10000,ehow.com,1.0,0,0.0,1,4,1,0,1
10271,2,0.0,54997,si.edu,0.0,1,1.0,0,1,0,4,1
6473,2,0.0,69996,slideshare.net,0.0,0,0.0,0,3,0,1,0
979,3,0.0,10000,si.edu,0.0,0,2.0,0,2,3,4,0
12152,1,1.0,24999,slideshare.net,1.0,0,0.0,1,1,2,4,1
1480,2,1.0,10000,si.edu,1.0,0,0.0,3,6,1,0,0
13387,0,0.0,39998,google.co.uk,1.0,0,0.0,0,3,0,3,0
11993,3,0.0,84995,si.edu,0.0,0,1.0,0,0,2,3,0
3836,0,0.0,39998,slideshare.net,1.0,1,0.0,0,6,0,1,0
5802,1,0.0,54997,slideshare.net,1.0,1,0.0,1,2,1,3,1
13745,1,0.0,24999,slideshare.net,1.0,1,2.0,2,1,3,6,1
2055,3,1.0,39998,ehow.com,1.0,0,0.0,0,1,1,1,1
4848,4,1.0,10000,slideshare.net,1.0,0,1.0,0,1,1,2,0
2776,4,0.0,10000,si.edu,1.0,0,2.0,1,1,0,3,1
2540,3,0.0,10000,slideshare.net,1.0,1,1.0,0,1,3,0,0
12182,2,1.0,24999,ox.ac.uk,0.0,0,2.0,0,3,1,6,1
9011,2,1.0,24999,ox.ac.uk,1.0,0,1.0,2,4,0,0,0
2912,4,1.0,84995,slideshare.net,0.0,0,2.0,1,1,0,7,1
7634,2,0.0,54997,slideshare.net,0.0,0,1.0,0,5,2,7,0
7816,1,1.0,10000,si.edu,1.0,1,1.0,2,6,1,4,0
13985,3,1.0,54997,ehow.com,1.0,1,0.0,1,3,1,3,0
7522,4,0.0,84995,nsw.gov.au,0.0,1,1.0,0,1,0,2,0
9234,2,0.0,69996,si.edu,0.0,0,2.0,1,2,1,0,0
5506,0,0.0,10000,si.edu,1.0,1,1.0,1,2,2,1,0
4936,2,1.0,84995,si.edu,0.0,1,1.0,0,5,1,4,1
7936,2,,24999,slideshare.net,1.0,0,1.0,1,5,1,4,0
9820,4,1.0,39998,si.edu,1.0,0,0.0,1,6,0,0,0
3749,2,0.0,39998,si.edu,1.0,1,0.0,0,5,0,1,0
12367,1,1.0,24999,si.edu,1.0,1,1.0,2,1,0,6,1
5857,4,1.0,24999,si.edu,0.0,0,1.0,2,1,0,6,1
10006,1,0.0,10000,si.edu,1.0,0,0.0,2,2,0,0,1
3257,2,1.0,10000,si.edu,1.0,0,,0,1,0,0,1
10517,2,0.0,69996,si.edu,0.0,0,0.0,0,4,0,3,0
9768,3,0.0,10000,nsw.gov.au,1.0,0,0.0,1,0,0,2,0
3194,2,1.0,10000,slideshare.net,1.0,1,3.0,1,5,1,5,1
2162,2,0.0,39998,si.edu,0.0,0,1.0,0,2,0,0,1
1002,3,0.0,24999,ehow.com,0.0,0,0.0,1,0,1,5,1
